roll_no_1,image_id_1,roll_no_2,image_id_2,similarity_score
Dino_de_Laurentis,0003,Megan_Mullally,0004,0.062423036
Steve_Waugh,0001,John_Walsh,0001,-0.012773618
Eugene_Melnyk,0004,Mehdi_Baala,0001,-0.00194846
Mike_Brey,0002,Stephan_Eberharter,0001,-0.11521874
Dave_McGinnis,0002,Rick_Reed,0001,0.05752038
Marieta_Chrousala,0002,Nicholas_Tse,0001,0.003361173
Dan_Ackroyd,0003,Bruce_Springsteen,0004,0.085700355
Doug_Christie,0004,Marissa_Jaret_Winokur,0001,-0.019223213
Akbar_Hashemi_Rafsanjani,0001,Sylvie_Guillem,0003,0.052122362
Emma_Thompson,0003,Dora_Bakoyianni,0003,0.059198793
Johnny_Depp,0002,Gretchen_Mol,0003,-0.09973631
Maurice_Cheeks,0002,Vladimir_Meciar,0001,0.041073866
Rudolph_Giuliani,0003,Moshe_Katsav,0002,-0.051199093
Alex_Cabrera,0002,Frank_Pallone,0001,-0.028229784
Willie_Nelson,0001,Piotr_Anderszewski,0001,-0.0382791
Patricia_Russo,0001,Sarah_Hughes,0002,-0.014234494
Bill_Herrion,0001,Conan_OBrien,0004,0.0028606616
Ali_Abdullah_Saleh,0003,Dan_Snyder,0002,-0.034330722
Steven_Spielberg,0004,Taha_Yassin_Ramadan,0002,-0.11713444
David_Alpay,0001,Tara_Dawn_Christensen,0001,-0.0341971
Hrithik_Roshan,0004,Nicholoas_DiMarzio,0002,-0.04344982
Lon_Kruger,0004,Bill_Nelson,0001,0.007703744
Saparmurat_Niyazov,0003,Zydrunas_Ilgauskas,0004,0.040844284
Nick_Nolte,0001,Jamir_Miller,0004,-0.0010016784
Denzel_Washington,0002,Otto_Reich,0003,0.0045791464
Christine_Ebersole,0004,Pat_Summitt,0003,0.16383249
Mekhi_Phifer,0004,Juan_Roman_Riquelme,0002,-0.03759452
Sheryl_Crow,0004,Natalia_Verbeke,0002,0.061729856
Derrick_Rodgers,0001,Bashar_Assad,0001,0.0025430266
Yuri_Malenchenko,0001,David_Trimble,0004,0.055584144
Roy_Moore,0002,Lydia_Shum,0001,-0.029332027
Jean_Chretien,0002,Gonzalo_Barrientos,0004,0.037925582
Hasan_Wirayuda,0001,Kostya_Tszyu,0002,0.04835182
Werner_Schlager,0002,Ivan_Stambolic,0002,0.039006524
Jose_Miguel_Aleman,0002,Ian_Gillan,0003,-0.0064272545
Norio_Ohga,0001,Darrell_Porter,0002,0.033778884
Nathalie_Baye,0001,Jamie_Kellner,0002,-0.024040543
Chip_Ganassi,0002,George_Clooney,0001,-0.0119304005
Tony_Fernandes,0002,Warren_Truss,0001,-0.06976673
Andres_Pastrana,0002,Naoto_Kan,0003,-0.029442377
Nicole_Parker,0003,Chris_Pronger,0001,-0.015264198
Allan_Houston,0004,Kate_Capshaw,0002,-0.06909731
Carly_Fiorina,0002,Richard_Hamilton,0002,0.007432461
Marina_Silva,0003,Garry_McCoy,0002,0.033952724
Ms_Dynamite,0001,Conan_OBrien,0003,0.029193379
Nicklas_Lidstrom,0002,Leisel_Jones,0004,-0.011264425
Phil_Bennett,0004,Rudolf_Schuster,0001,0.08446761
Damon_Stoudamire,0002,Charlize_Theron,0001,-0.032297578
Aly_Wagner,0001,Alejandro_Lembo,0004,-0.03490868
Sachin_Tendulkar,0003,Chakib_Khelil,0002,0.02842018
Jane_Leeves,0004,Helio_Rubens_Garcia,0004,-0.035837512
Al_Davis,0003,Orrin_Hatch,0001,0.11701869
Stipe_Mesic,0002,Laurie_Laychak,0002,-0.035348494
Leisel_Jones,0001,Taufik_Hidayat,0001,0.08470168
Anthony_LaPaglia,0002,Peter_Greenaway,0003,-0.024140466
Michael_Kirby,0002,Jim_Cantalupo,0002,-0.0090251155
Andrew_Cuomo,0002,Tirunesh_Dibaba,0003,-0.006109491
Hassan_Nasrallah,0004,Arnaud_Clement,0001,0.013836399
Lucio_Gutierrez,0004,Jack_Valenti,0002,-0.026190097
Javier_Saviola,0003,John_Henry,0001,0.017441547
Bill_Elliott,0004,Alison_Krauss,0002,-0.0016627498
Terri_Clark,0003,Peter_Mullan,0002,-0.03803177
Lynne_Thigpen,0001,John_Paul_II,0002,0.0047177197
Dyab_Abou_Jahjah,0001,San_Lan,0001,0.03428549
Jamie_Dimon,0004,Peter_Care,0002,-0.06091942
Lori_Berenson,0001,Toutai_Kefu,0002,0.095015384
Emmanuelle_Beart,0002,Joe_Vandever,0001,0.022491466
David_McCullough,0001,Gillian_Anderson,0004,0.031172214
Carla_Sullivan,0001,Frederique_van_der_Wal,0002,-0.057694644
Kevin_Marshall,0001,Corey_Maggette,0001,-0.10594142
Isabella_Rossellini,0004,Oscar_DLeon,0001,0.004216577
Tara_Kirk,0001,Lars_Von_Trier,0004,-0.08315222
Keith_Osik,0002,Gerard_Kleisterlee,0003,0.02396126
Moby,0002,Paul_Pierce,0003,-0.054818764
Don_Henley,0004,John_Gruden,0001,-0.028472416
Francis_George,0002,Dan_Bartlett,0001,-0.010483146
Mary_Landrieu,0001,Gerry_Adams,0002,-0.027616385
Rani_Mukherjee,0004,Don_Henley,0002,0.080813825
Oscar_Elias_Biscet,0002,Mohamed_Hammam,0001,0.01938125
Claudia_Cardinale,0001,Terje_Roed-Larsen,0001,-0.027342282
Tom_Cruise,0001,Goldie_Hawn,0001,-0.009574773
Tim_Blake_Nelson,0001,Nikolay_Davydenko,0002,0.025133021
Svetislav_Pesic,0001,Nick_Rimando,0001,-0.02317065
Christy_Turlington,0001,Kieran_Culkin,0003,0.04281243
Patricia_Medina,0003,Sepp_Blatter,0003,0.039371744
Geovani_Lapentti,0002,Stefan_Tafrov,0002,-0.062878676
Mike_Myers,0003,Mamdouh_Habib,0002,0.09013568
Adrian_Nastase,0001,Frank_Hilldrup,0002,-0.07751823
Gerard_de_Cortanze,0004,Kathryn_Morris,0002,0.032260783
Carmen_Electra,0002,Michael_Ballack,0003,0.022928623
Rick_Bragg,0001,Ana_Sebastiao,0001,0.0652269
Steffi_Graf,0001,Gregory_Peck,0003,0.117293715
Ian_Gillan,0002,Mark_Warner,0002,0.0080713965
Ashley_Judd,0002,Liam_Neeson,0001,0.019713555
Yashwant_Sinha,0002,Juan_Ignacio_Chela,0002,0.09064776
Marcelo_Rios,0002,Elena_Bovina,0001,-0.0394697
Aishwarya_Rai,0002,Jimmy_Smits,0002,-0.04324243
Ann_Veneman,0002,Francisco_Garcia,0002,-0.050006125
Hisashi_Owada,0001,George_Lucas,0001,0.01410776
Donald_Evans,0003,Saeed_Mortazavi,0001,-0.0461974
Eric_Hinske,0001,Janez_Drnovsek,0002,-0.06433913
Angelina_Jolie,0002,Gerry_Adams,0003,0.082885616
Shia_LaBeouf,0002,Gordon_McDonald,0002,0.017726243
Nancy_Pelosi,0002,David_Hasselhoff,0003,-0.03530486
Henri_Proglio,0003,Michael_Kirby,0002,-0.046484753
Thomas_Enqvist,0002,Bob_Petrino,0002,-0.031195443
Nona_Gaye,0002,Connie_Freydell,0002,0.08538615
Klaus_Zwickel,0002,Marcus_Gronholm,0003,-0.05491669
Ty_Votaw,0001,Azmi_Bishara,0002,-0.05282395
Pedro_Malan,0003,Drew_Bledsoe,0002,0.08339211
Mark_Martin,0001,Elizabeth_Hurley,0001,0.046325136
Robert_Korzeniowski,0003,Pieter_Bouw,0002,-0.07718405
Edward_Norton,0002,Hashim_Thaci,0002,0.08947937
Svend_Robinson,0002,Svend_Aage_Jensby,0001,0.06887095
Dieter_Holzer,0001,Lara_Logan,0001,0.027648713
Jason_Kidd,0004,Heath_Ledger,0003,-0.09887
Nicole_Parker,0002,Michael_Keaton,0001,0.0058589363
Henk_Bekedam,0003,Tabare_Vazquez,0001,0.016372923
Ian_Wilmut,0001,Gina_Centrello,0002,0.046473555
Cass_Ballenger,0001,Mikhail_Kasyanov,0001,0.008023528
Roberto_Lavagna,0003,Norman_Mailer,0003,0.13057652
Rhett_Warrener,0001,Steve_Pagliuca,0001,-0.027966082
William_Swor,0001,Reese_Witherspoon,0003,-0.008503668
Isaiah_Washington,0004,Fredric_Seaman,0002,0.046077304
Helen_Clark,0003,Victor_Garber,0002,0.008487728
Dyana_Calub,0001,Juan_Pablo_Montoya,0003,0.08109309
Alvaro_Silva_Calderon,0001,Queen_Sofia,0001,0.024849162
Venus_Williams,0002,Hilary_McKay,0003,0.0015405025
Emmanuel_Milingo,0001,Jason_Sehorn,0004,-0.047199957
Gwen_Stefani,0001,Brian_Gregory,0001,-0.01010404
Joseph_Deiss,0002,Phil_Vassar,0002,-0.050731033
Jeanette_Gray,0002,David_Rivkin_Jr,0003,0.059677005
Linda_Mason,0001,Jalen_Rose,0004,-0.051502727
Muhammad_Ali,0003,Lennart_Johansson,0001,0.12966716
Jim_Jeffords,0002,Sammy_Sosa,0002,0.01631674
Quin_Snyder,0003,Nia_Vardalos,0003,-0.012782687
Toni_Braxton,0001,Dianne_Reeves,0002,-0.01943934
Salman_Rushdie,0004,Suzie_McConnell_Serio,0004,0.036335424
Bill_McBride,0002,Anibal_Ibarra,0002,-0.08280533
Hootie_Johnson,0002,Michael_Clarke_Duncan,0004,-0.00067569874
Warren_Buffett,0003,John_Malkovich,0002,-0.02712739
Gene_Autry,0001,Bryce_Carmine,0001,0.069885224
Trent_Lott,0004,Robin_McGraw,0001,-0.008911753
Evan_Marriott,0004,Douglas_Gansler,0001,0.035946395
Al_Davis,0002,Brigitte_Boisselier,0002,-0.0120479595
Dieter_Zetsche,0003,Dorothy_Loudon,0003,-0.07099424
Mahmoud_Abbas,0001,Rodrigo_Rato,0003,0.06237436
Corliss_Williamson,0002,David_Collenette,0002,0.020382522
Debra_Messing,0001,Sid_Caesar,0003,0.086127855
Tina_Sinatra,0001,Mark_Bellhorn,0001,0.021978047
Peter_Fonda,0002,Martin_Cauchon,0003,-0.08312044
Guillermo_Canas,0004,Ana_Palacio,0002,-0.034601483
Tom_Harkin,0002,Roberto_Lavagna,0001,0.05444867
Leon_Lai,0004,Patricia_Medina,0004,0.032370545
Ben_Howland,0002,Patricia_Clarkson,0001,0.04127438
Normand_Legault,0002,Seymour_Cassell,0002,0.12413181
Bo_Pelini,0003,Corinne_Coman,0002,-0.03069888
Chen_Shui-bian,0003,Michael_Pfleger,0001,-0.15190253
John_Hartson,0003,Derek_Jeter,0004,0.1376484
Danis_Tanovic,0001,Matt_LeBlanc,0001,-0.08069041
Miguel_Estrada,0004,Rob_Morrow,0002,0.04854741
Carlos_Bianchi,0003,Larry_Lucchino,0002,-0.03691022
Rose_Marie,0004,Nick_Cassavetes,0003,-0.030162133
Scott_Weiland,0001,Fann_Wong,0001,0.043782186
Edward_Kennedy,0003,Patrick_Ewing,0002,0.04044173
Jim_Calhoun,0001,Scott_Ritter,0001,0.044307098
Tessa_Jowell,0001,Jimmy_Smits,0002,0.022112012
Ryan_Drese,0001,Jim_Harrick,0004,-0.12085353
Raul_Cubas,0003,Brian_Cashman,0001,-0.05241127
Mel_Karmazin,0003,Tom_Vilsack,0003,0.008335082
Jose_Luis_Chilavert,0002,Sandra_Milo,0004,-0.04866679
Ismail_Khan,0001,Paul_Reiser,0003,-0.029678233
Britney_Spears,0003,Veronica_Lake,0001,0.06927858
Franz_Beckenbauer,0004,Daniele_Nardello,0002,-0.020175781
Eric_Benet,0001,Herbert_Haupt,0002,0.0124969
Susan_Collins,0003,Helen_Alvare,0001,0.007935688
Filip_De_Winter,0002,Kimi_Raikkonen,0001,0.0027245209
Kevin_Sorbo,0004,Marion_Fahnestock,0001,0.029707626
Natalia_Verbeke,0002,Jimmy_Gurule,0002,0.07517707
Michelle_Yeoh,0002,Jennifer_Lopez,0003,0.012063885
Jim_Bunning,0002,Johnny_Benson,0002,-0.05100156
Joanne_Woodward,0002,Alison_Krauss,0002,0.009706315
Joan_Dangerfield,0003,Patrice_Chereau,0002,-0.07151513
Tommy_Franks,0004,Barry_Alvarez,0004,-0.05678755
Roger_Toussaint,0004,Dan_Monson,0002,-0.07960151
Michael_Lopez-Alegria,0003,Mike_Stefanik,0001,0.022957027
Gary_Winnick,0003,Elodie_Bouchez,0001,0.06941032
Shirley_Jones,0002,Joaquin_Phoenix,0004,-0.022638137
Donald_Pettit,0003,Hama_Arba_Diallo,0001,-0.0127669815
Paul_Farley,0001,Hilmi_Ozkok,0003,0.07195845
Jerry_Colangelo,0001,Jennifer_Rodriguez,0002,0.05878836
Amy_Pascal,0001,Humberto_Espinoza,0001,0.056888808
Paul_LeClerc,0001,Rita_Wilson,0001,0.061882675
Eli_Stutsman,0001,Lucio_Angulo,0002,-0.0036206096
Paddy_Torsney,0002,Richard_Myers,0001,-0.09711689
Andy_Lau,0002,Stephan_Eberharter,0003,-0.06981307
Agbani_Darego,0002,Mary_Tyler_Moore,0003,0.058670055
Mikulas_Dzurinda,0002,Jamie_King,0001,-0.005766063
Gerrit_Zalm,0002,Nick_Cassavetes,0001,-0.013979688
Justin_Timberlake,0003,Lionel_Hampton,0004,0.0193381
Bruno_Junquiera,0002,Sean_Astin,0002,0.07604459
Shobha_De,0002,Fernando_Henrique_Cardoso,0003,-0.039986193
Jorge_Castaneda,0004,Gary_Carter,0002,0.09383393
James_Kirtley,0003,Kate_Capshaw,0001,-0.058325283
Princess_Diana,0001,Curtis_Joseph,0004,0.09861453
John_Elway,0001,Franko_Simatovic,0002,-0.038122125
Pedro_Solbes,0002,John_Timoney,0001,0.0927729
Sarah_Michelle_Gellar,0003,Simon_Larose,0001,0.07149725
Roman_Polanski,0002,Ellen_DeGeneres,0003,-0.038115434
Daniel_Bruehl,0001,Margaret_Hoelzer,0001,-0.038580813
Suh_Chung-won,0001,Orlando_Bloom,0002,-0.010362027
Humberto_Coelho,0002,Hugh_Carey,0002,0.033152226
Mark_Kelly,0003,Jason_Sehorn,0004,0.10857798
Al_Gore,0001,Loretta_Lynn_Harper,0002,-0.031816058
Heather_Mills,0001,Victor_Garber,0002,-0.10441651
Bob_Krueger,0001,Chan_Gailey,0004,-0.053573214
Emmanuel_Filiberto,0001,Kenny_Brack,0001,-0.032331023
James_McMahon,0001,Jennie_Finch,0002,-0.028187277
Cass_Ballenger,0004,Dan_Dickau,0001,-0.040496923
Gianni_Agnelli,0003,Jim_Abbott,0001,-0.0106248455
Brett_Hull,0001,Monte_Kiffin,0002,0.08029193
Saburo_Kawabuchi,0002,Jeffrey_Immelt,0001,0.014497088
Jessica_Capshaw,0004,Graciano_Rocchigiani,0003,0.020755162
Troy_Aikman,0002,Eduard_Shevardnadze,0001,0.054759197
Johnny_Unitas,0002,Iveta_Benesova,0002,-0.01935776
Luiz_Inacio_Lula_da_Silva,0002,John_Reilly,0001,0.02881601
Paul_Kariya,0002,Martha_Sahagun_de_Fox,0003,0.026293537
Boris_Becker,0004,Oracene_Williams,0001,-0.020290602
Quin_Snyder,0004,Linus_Roache,0003,0.014771501
Angelina_Jolie,0001,Giannina_Facio,0001,0.06823051
Jim_Hendry,0002,Jeffrey_Archer,0002,-0.054882508
Val_Ackerman,0001,Michael_Milton,0001,-0.0060397014
Imelda_Marcos,0001,William_Donaldson,0001,0.0728053
Hanan_Ashrawi,0002,Francois_Pienaar,0002,-0.013457891
Hermann_Maier,0003,Diego_Armando_Maradona,0003,-0.010050984
Mark_Polansky,0002,Ken_Loach,0003,0.013872322
Gabi_Zimmer,0002,Scott_Gorelick,0001,0.086242616
Paul_Otellini,0004,Jamie_King,0004,0.05592499
Ethan_Hawke,0004,Christian_Lacroix,0002,-0.002083391
Larry_Lucchino,0001,Wes_Craven,0002,0.098333865
James_Phelps,0001,Princess_Elisabeth,0001,-0.020069467
Russell_Crowe,0003,Rachel_Roy,0002,0.038799014
Kurt_Warner,0001,Alejandro_Toledo,0004,0.093269184
Misty_Dawn_Clymer,0001,Ben_Kingsley,0003,0.080378294
Mike_Bryan,0001,Jafar_Umar_Thalib,0001,-0.01680615
Henri_Proglio,0001,Yuri_Malenchenko,0002,-0.0006044116
Jimmy_Smits,0003,Janet_Chandler,0001,0.014221892
Chuck_Woolery,0001,Sureyya_Ayhan,0002,-0.11507444
Masum_Turker,0003,Tubby_Smith,0004,-0.035712816
Shirley_Jones,0003,Princess_Maxima,0004,-0.028632678
Jesse_Ventura,0002,Paul_Lockhart,0001,0.06906711
Reggie_Miller,0004,Gerald_Ford,0002,0.003014788
Tim_Lopes,0001,Tara_VanDerveer,0003,0.050027534
Orlando_Bloom,0003,Gerard_Kleisterlee,0004,-0.08316709
Ruth_Bader_Ginsburg,0004,David_Obey,0001,0.07356163
Anthony_LaPaglia,0004,Johan_Bruyneel,0004,0.06870626
Ana_Sebastiao,0001,Dennis_Powell,0002,0.007316472
Ken_Loach,0003,Patricia_Wartusch,0001,-0.015456183
Cecilia_Cheung,0002,Ty_Votaw,0001,0.017711528
Roy_Williams,0004,Daniell_Sunjata,0001,0.024317369
Faisal_Saleh_Hayat,0004,Janet_Thorpe,0001,-0.033475753
Andy_North,0001,Jan_Petersen,0001,0.104284525
Frederique_van_der_Wal,0002,Keith_Foulke,0002,0.022431731
Paul-Henri_Mathieu,0003,Peter_Gabriel,0002,0.10968046
Roger_Clemens,0003,Tia_Mowry,0002,0.010145056
John_Abizaid,0004,Sepp_Blatter,0001,-0.07832069
John_Williams,0003,Rohinton_Mistry,0002,0.11425053
Pierre_Pettigrew,0002,Mickey_Sherman,0003,0.1086858
Peter_Schultz,0001,Guenter_Verheugen,0001,0.0064485255
Mark_Geragos,0001,Michael_Arif,0002,0.10192989
Marwan_Muasher,0002,Catherine_Bell,0001,0.05310241
Gilles_Panizzi,0003,Yasushi_Akashi,0002,0.013396751
Shawn_Kemp,0001,Omar_Vizquel,0004,0.036277816
Aline_Chretien,0004,John_Bolton,0002,0.050008424
Mike_Eskew,0001,BB_King,0003,-0.068222344
Martha_Beatriz_Roque,0002,Jackie_Chan,0002,0.02922717
Annie_Chaplin,0002,Richard_Levin,0001,-0.046830177
Phillip_Fulmer,0003,Alex_Barros,0004,-0.0043356996
Alexandre_Herchcovitch,0004,Lou_Piniella,0001,-0.032747094
Jose_Carlo_Fernandez,0004,Charlotte_Rampling,0004,-0.10260549
Bill_Bradley,0001,Mickey_Sherman,0001,-0.084142506
T_Boone_Pickens,0003,Mitsou_Gelinas,0001,0.07539375
Thomas_Gottschalk,0002,Michelle_Pfeiffer,0002,0.005809985
Ornella_Muti,0001,Joaquin_Sanchez,0003,0.0136297
Michael_Leavitt,0004,Janet_Thorpe,0002,-0.053115394
Walter_Mondale,0004,Zhu_Rongji,0002,0.017130366
David_Bisbal,0004,Pilar_Montenegro,0002,0.042762004
Paul_Shanley,0002,Dita_Von_Tesse,0001,0.04262477
Tom_Curley,0002,Ismail_Merchant,0002,0.0114360275
Mark_Gangloff,0002,Rodrigo_Borja,0003,-0.10648279
Paul_Celluci,0004,Stephen_Daldry,0002,0.009417867
Ranil_Wickremasinghe,0003,Judi_Dench,0002,0.16229117
Jalen_Rose,0002,Luis_Gonzalez,0003,-0.06890615
Adam_Kennedy,0001,John_Warner,0002,-0.059812523
Hal_McCoy,0001,Luis_Guzman,0003,0.058028705
Elodie_Bouchez,0002,Bob_Geldof,0001,-0.04551743
Brooke_Gordon,0002,Boris_Berezovsky,0002,0.1377487
Diego_Armando_Maradona,0002,Wang_Nan,0001,0.024109073
Grace_Kelly,0001,Candice_Bergen,0004,0.11077641
Drew_Gooden,0003,Ron_Kirk,0004,0.054575894
Melissa_Stark,0004,Sebastian_Saja,0001,-0.08028502
Gordon_Brown,0003,Marie-Reine_Le_Gougne,0001,0.013435908
Nikolay_Davydenko,0002,Tony_LaRussa,0004,0.041662447
Carlos_Arroyo,0001,Paul_Pierce,0001,-0.022596657
John_Kerry,0002,Pat_Burns,0001,0.030987207
Gala_Leon_Garcia,0002,Mike_Webster,0002,-0.0015359572
Kevin_Keegan,0001,Dale_Earnhardt,0003,-0.093696795
Jeb_Bush,0002,Dennis_Powell,0002,0.031678796
Felicity_Huffman,0002,Tyra_Banks,0002,0.040335957
Russell_Simmons,0004,Marcus_Allen,0002,-0.025025226
Chris_Dodd,0002,Milton_Berle,0003,-0.031164471
Hayden_Panettiere,0001,Seymour_Cassell,0003,0.0105104875
Moby,0004,Ismail_Merchant,0002,-0.008563847
Gordana_Grubin,0001,Catherine_Woodard,0001,0.05336064
Luiz_Felipe_Scolari,0004,Jack_Welch,0002,-0.06444693
Dan_Snyder,0002,Kelly_Osbourne,0003,0.055844784
John_Wright,0001,Ataollah_Mohajerani,0002,0.08230628
Lana_Clarkson,0001,Malcolm_Jamal_Warner,0001,0.013235319
Romario_Farias,0004,Shirley_Jones,0003,0.038198438
Clara_Harris,0001,Eric_Idle,0003,0.014460495
Condoleezza_Rice,0004,Michael_Winterbottom,0002,0.10588692
Gregory_Peck,0002,Boris_Berezovsky,0002,0.07026824
David_Stern,0001,Humberto_Espinoza,0002,-0.054519534
Joseph_Nacchio,0002,Tonino_Guerra,0001,0.11897758
Phil_Donahue,0003,Gracia_Burnham,0001,0.04089637
Liu_Ye,0002,Lino_Oviedo,0002,0.063086726
Yoko_Ono,0003,Abdel_Nasser_Assidi,0002,0.00065558404
Enrik_Vendt,0004,Bill_Elliott,0001,0.006828868
Marina_Silva,0001,Peter_Ueberroth,0002,-0.048140958
Antony_Leung,0002,Celso_Amorim,0003,0.061349314
Nelson_Mandela,0003,Larry_Bowa,0003,0.049154572
Steven_Seagal,0002,Anthony_Garotinho,0002,-0.041364893
Kellie_Greene,0001,Adam_Sandler,0003,-0.052948788
Gerald_Ford,0003,Clint_Howard,0003,-0.13023853
Marcelo_Ebrard,0003,Gary_Dellaverson,0003,0.10083578
Eric_Snow,0003,Juan_Valencia_Osorio,0002,0.008666735
Katrin_Cartlidge,0001,Wesley_Clark,0001,0.0044916496
Muammar_Gaddafi,0002,Charlie_Sheen,0002,0.04062636
Hilary_McKay,0003,Jose_Jose,0001,-0.030593427
Bruno_Junquiera,0001,John_Fenn,0002,-0.06611726
George_Voinovich,0002,Eric_Idle,0001,0.04833602
Mike_Babcock,0004,Chen_Kaige,0004,-0.021853473
Giannina_Facio,0001,Casey_Mears,0004,-0.050268836
John_Marburger,0002,Ellen_Saracini,0002,0.037978828
Dennis_Kozlowski,0001,Janez_Drnovsek,0001,0.07291022
Terri_Clark,0001,Brigitte_Boisselier,0002,0.05676256
Mary_Bono,0004,Jean-Pierre_Raffarin,0002,-0.024841797
Vladimir_Putin,0003,Robby_Ginepri,0001,-0.013480818
Joaquim_Rodriguez,0002,Annette_Lu,0003,-0.0069011543
Mikhail_Khodorkovsky,0003,Bernard_Law,0004,-0.0008030981
Robert_Marshall,0002,Robert_Mugabe,0002,0.02806122
Astrid_Betancourt,0003,Rani_Mukherjee,0003,0.029112075
Charlie_Zaa,0002,Edmund_Hillary,0001,0.10734739
Pierce_Brosnan,0002,Hilmi_Ozkok,0001,-0.016829545
Franco_Frattini,0001,Pilar_Montenegro,0001,0.0167136
Oliver_Phelps,0003,Ali_Naimi,0002,-0.021912728
Thomas_Bjorn,0002,Natasa_Micic,0004,-0.06473535
Bode_Miller,0001,Graeme_Smith,0004,0.081787445
Bruce_Willis,0003,Terry_Hoeppner,0002,0.041294068
Michael_Pfleger,0001,Milt_Heflin,0001,0.025670085
Joseph_Ralston,0002,Harold_Scott,0001,0.10633861
Mitchell_Swartz,0001,John_Jumper,0001,0.037103057
Abdullah,0002,Gerry_Adams,0001,0.022231214
Peter_Goldmark,0002,Evgeni_Plushenko,0003,-0.088057876
Richard_Gere,0002,Alexis_Dennisoff,0001,-0.0025441162
Vince_Vaughan,0002,Billy_Bob_Thornton,0001,0.046993487
Diane_Ladd,0003,Edward_Albee,0001,0.022917276
James_Hakett,0004,Hans_Corell,0001,-0.02861479
Natalie_Coughlin,0004,Bernard_Giraudeau,0003,0.087326415
Darin_Erstad,0003,Emilio_Botin,0001,-0.029940847
Dawn_Staley,0003,Bob_Menendez,0001,-0.0034668846
Phil_Mickelson,0001,John_Madden,0003,-0.15871137
Patrick_Roy,0002,Cheryl_Hines,0001,0.067857206
Frank_Wycheck,0003,Jan_Bjoerklund,0001,0.008621898
Doug_Christie,0002,LK_Advani,0001,0.0012321621
George_Karl,0001,Kenneth_Cooper,0003,-0.018091947
Zinedine_Zidane,0002,Damon_Stoudamire,0001,0.091155544
Mikhail_Khodorkovsky,0001,Matt_Morris,0002,-0.046037626
Soon_Yi,0003,Jennifer_Lopez,0003,-0.06656098
Nanni_Moretti,0004,Roseanne_Barr,0003,0.05700722
William_Nessen,0002,Andre_Agassi,0003,-0.017250862
Alexandre_Herchcovitch,0002,Elodie_Bouchez,0004,0.019148812
Lyudmila_Putin,0001,Tom_Watson,0002,-0.06176456
Donna_Shalala,0002,Pedro_Malan,0001,0.12632683
Rand_Miller,0001,Isidro_Pastor,0001,-0.043828666
Dick_Bennett,0001,Jacob_Frenkel,0001,0.06608282
Candice_Bergen,0004,Patty_Schnyder,0002,0.101019055
Mack_Brown,0002,Lindsay_Lohan,0002,-0.014677408
Cindy_Margolis,0004,Phil_Mickelson,0001,-0.008608794
Ian_Gillan,0003,Pervez_Musharraf,0001,0.053353287
David_Hyde_Pierce,0003,Dot_Helms,0001,0.08454098
Johan_Bruyneel,0001,Carin_Koch,0004,0.084595
Tom_Christerson,0001,Arnie_Boehm,0002,-0.06586401
Marco_Pantani,0001,Nora_Ephron,0001,0.088531286
Bob_Hayes,0001,Edgar_Savisaar,0002,-0.023920625
Bernardo_Segura,0001,Zinedine_Zidane,0002,-0.055119615
Aidan_Quinn,0003,Rodrigo_de_la_Cerna,0004,-0.042835467
Fabricio_Oberto,0001,Michael_Michele,0002,0.0037771668
Leandro_Garcia,0003,Taha_Yassin_Ramadan,0001,-0.073144406
Jorge_Batlle,0003,Dan_Bartlett,0001,-0.06726403
Carlos_De_Abreu,0002,Steve_Alford,0003,-0.06976077
Joe_Calzaghe,0001,Julio_Cesar_Chavez,0001,0.03567246
Darrell_Issa,0003,Denis_Fassou-Nguesso,0003,0.056524165
Wei_Wu,0001,Jonathan_Karsh,0001,-0.054805033
Will_Young,0003,Devin_Harris,0001,-0.11123821
Graciano_Rocchigiani,0002,Steve_Lavin,0001,-0.040032834
Erika_Christensen,0001,Janet_Napolitano,0002,0.13897298
John_Tyson,0004,Marcus_Allen,0004,0.03102341
Akbar_Hashemi_Rafsanjani,0003,Johnny_Hallyday,0004,0.0043094885
Begum_Khaleda_Zia,0001,David_Coulthard,0002,0.06209216
Richard_Levin,0004,Ralph_Lauren,0003,0.003201845
Cameron_Diaz,0004,Joey_Mantia,0002,-0.06299058
Darcy_Regier,0002,Mitt_Romney,0001,-0.000121288
Carolina_Barco,0002,Amram_Mitzna,0004,-0.05221881
Rob_Schneider,0003,Hank_Stram,0002,0.05367423
Ray_Price,0001,Lloyd_Richards,0001,-0.08786473
Mike_Flanagan,0001,Peter_Ueberroth,0003,-0.051541053
Kieran_Culkin,0002,Kwame_Kilpatrick,0001,-0.057649326
Meles_Zenawi,0002,Jose_Viegas_Filho,0002,0.05308906
Michelle_Kwan,0003,Bill_Self,0003,-0.028764183
Michael_Winterbottom,0004,Juljia_Vysotskij,0001,0.06915918
Martha_Sahagun_de_Fox,0001,Antonio_Catania,0001,0.030279234
Ester_Canadas,0003,Richard_Daley,0001,0.0868565
Lou_Reed,0003,Mario_Lobo_Zagallo,0002,0.038860127
Val_Ackerman,0002,Imam_Samudra,0001,-0.036987737
Robbie_Fowler,0003,Allan_Kemakeza,0001,-0.059276298
Jesse_Harris,0002,Robert_Schuller,0001,-0.084580354
Daniel_Day-Lewis,0001,Linus_Roache,0001,-0.05676464
Sanjay_Gupta,0002,Ivan_Helguera,0001,-0.1026002
Brad_Russ,0002,Dereck_Whittenburg,0001,0.052197363
