roll_no,image_id_1,image_id_2,similarity_score
Rose_Marie,0002,0001,0.55005723
Kristanna_Loken,0002,0003,0.5838096
Kristanna_Loken,0002,0004,0.4215632
Kristanna_Loken,0002,0001,0.47353792
Kristanna_Loken,0003,0004,0.60191816
Kristanna_Loken,0003,0001,0.4894154
Kristanna_Loken,0004,0001,0.50389445
Sue_Johnston,0002,0003,0.50311166
Sue_Johnston,0002,0004,0.6060684
Sue_Johnston,0002,0001,0.5419203
Sue_Johnston,0003,0004,0.49617058
Sue_Johnston,0003,0001,0.25969496
Sue_Johnston,0004,0001,0.5148294
Goran_Persson,0004,0001,0.37610015
Goran_Persson,0004,0003,0.7088952
Goran_Persson,0004,0002,0.59113395
Goran_Persson,0001,0003,0.5450728
Goran_Persson,0001,0002,0.6011163
Goran_Persson,0003,0002,0.6736472
Doug_Collins,0004,0003,0.81307906
Doug_Collins,0004,0002,0.8058689
Doug_Collins,0004,0001,0.68125486
Doug_Collins,0003,0002,0.7573444
Doug_Collins,0003,0001,0.67292213
Doug_Collins,0002,0001,0.6663312
Dennis_Kozlowski,0002,0001,0.6304
Mufti_Mohammad_Syed,0003,0004,0.678614
Mufti_Mohammad_Syed,0003,0001,0.54076785
Mufti_Mohammad_Syed,0003,0002,0.5394598
Mufti_Mohammad_Syed,0004,0001,0.56402767
Mufti_Mohammad_Syed,0004,0002,0.57830626
Mufti_Mohammad_Syed,0001,0002,0.70761883
Javier_Vazquez,0002,0004,0.5019264
Javier_Vazquez,0002,0001,0.66164374
Javier_Vazquez,0002,0003,0.53244764
Javier_Vazquez,0004,0001,0.5392151
Javier_Vazquez,0004,0003,0.4780175
Javier_Vazquez,0001,0003,0.6020202
Andres_Manuel_Lopez_Obrador,0002,0001,0.63138056
Roman_Tam,0001,0003,0.61757386
Roman_Tam,0001,0002,0.56780875
Roman_Tam,0003,0002,0.64225405
Steve_Kerr,0004,0003,0.57664114
Steve_Kerr,0004,0002,0.6327307
Steve_Kerr,0004,0001,0.49989688
Steve_Kerr,0003,0002,0.64438593
Steve_Kerr,0003,0001,0.5296867
Steve_Kerr,0002,0001,0.667259
Henry_Suazo,0002,0001,0.04778599
Randy_Travis,0001,0002,0.78130937
Randy_Travis,0001,0003,0.47289938
Randy_Travis,0001,0004,0.46143752
Randy_Travis,0002,0003,0.5483252
Randy_Travis,0002,0004,0.52906716
Randy_Travis,0003,0004,0.5836123
Marilyn_Monroe,0001,0004,0.17575651
Marilyn_Monroe,0001,0003,0.2483978
Marilyn_Monroe,0001,0002,0.087392315
Marilyn_Monroe,0004,0003,0.53575426
Marilyn_Monroe,0004,0002,0.42864734
Marilyn_Monroe,0003,0002,0.488774
Stephen_Keener,0002,0001,0.5199617
Omar_Vizquel,0002,0004,0.60851485
Omar_Vizquel,0002,0001,0.7170141
Omar_Vizquel,0002,0003,0.5523653
Omar_Vizquel,0004,0001,0.56023943
Omar_Vizquel,0004,0003,0.6196474
Omar_Vizquel,0001,0003,0.5366742
George_Bovell,0001,0002,0.49167353
Paul_Lockhart,0001,0002,0.8175369
Julio_Cesar_Franco,0002,0001,0.5095201
Patrick_Roy,0001,0002,0.27857575
Kirk_Johnson,0002,0001,0.3851061
Franco_Cangele,0002,0001,0.53362906
Edward_James_Olmos,0002,0001,0.45154423
Anne_Heche,0003,0001,0.44755244
Anne_Heche,0003,0004,0.5917219
Anne_Heche,0003,0002,0.62468445
Anne_Heche,0001,0004,0.49994144
Anne_Heche,0001,0002,0.6103111
Anne_Heche,0004,0002,0.59854233
Cecile_de_France,0001,0002,0.5275535
Michael_Stark,0001,0002,0.053525373
James_Coburn,0004,0001,0.5471182
James_Coburn,0004,0003,0.395731
James_Coburn,0004,0002,0.47156405
James_Coburn,0001,0003,0.48598325
James_Coburn,0001,0002,0.66068375
James_Coburn,0003,0002,0.65547633
Jacques_Villeneuve,0002,0004,0.7177518
Jacques_Villeneuve,0002,0001,0.6546615
Jacques_Villeneuve,0002,0003,0.58169883
Jacques_Villeneuve,0004,0001,0.5449112
Jacques_Villeneuve,0004,0003,0.5111676
Jacques_Villeneuve,0001,0003,0.43434784
Emma_Watson,0004,0003,0.52979124
Emma_Watson,0004,0002,0.44215587
Emma_Watson,0004,0001,0.3868495
Emma_Watson,0003,0002,0.46961194
Emma_Watson,0003,0001,0.41121382
Emma_Watson,0002,0001,0.3490253
Mitchell_McLaughlin,0001,0002,0.5833987
Xiang_Huaicheng,0002,0001,0.6324109
Deniz_Baykal,0003,0001,0.58213145
Deniz_Baykal,0003,0004,0.7460604
Deniz_Baykal,0003,0002,0.6201389
Deniz_Baykal,0001,0004,0.5805596
Deniz_Baykal,0001,0002,0.61693066
Deniz_Baykal,0004,0002,0.594357
Isabelle_Huppert,0004,0002,0.4065631
Isabelle_Huppert,0004,0001,0.41879544
Isabelle_Huppert,0004,0003,0.7058804
Isabelle_Huppert,0002,0001,0.58935285
Isabelle_Huppert,0002,0003,0.39444217
Isabelle_Huppert,0001,0003,0.3976317
Jenna_Elfman,0001,0003,0.5783044
Jenna_Elfman,0001,0004,0.49739894
Jenna_Elfman,0001,0002,0.5463847
Jenna_Elfman,0003,0004,0.6117296
Jenna_Elfman,0003,0002,0.4162477
Jenna_Elfman,0004,0002,0.32911015
George_Pataki,0001,0002,0.35456035
Anders_Fogh_Rasmussen,0002,0001,0.7336669
Anders_Fogh_Rasmussen,0002,0003,0.7627888
Anders_Fogh_Rasmussen,0002,0004,0.7091231
Anders_Fogh_Rasmussen,0001,0003,0.7548684
Anders_Fogh_Rasmussen,0001,0004,0.6646239
Anders_Fogh_Rasmussen,0003,0004,0.7406173
Terje_Roed-Larsen,0001,0003,0.76633865
Terje_Roed-Larsen,0001,0002,0.81664443
Terje_Roed-Larsen,0001,0004,0.5856911
Terje_Roed-Larsen,0003,0002,0.7950333
Terje_Roed-Larsen,0003,0004,0.51603484
Terje_Roed-Larsen,0002,0004,0.5297134
Lorne_Michaels,0002,0001,0.5970101
Bill_Kollar,0002,0001,0.5701277
Andre_Agassi,0004,0001,0.37369004
Andre_Agassi,0004,0002,0.42984027
Andre_Agassi,0004,0003,0.54219717
Andre_Agassi,0001,0002,0.6743735
Andre_Agassi,0001,0003,0.5930789
Andre_Agassi,0002,0003,0.61632985
Marcus_Gronholm,0002,0004,-0.008676551
Marcus_Gronholm,0002,0001,-0.0005050469
Marcus_Gronholm,0002,0003,0.019830018
Marcus_Gronholm,0004,0001,0.525513
Marcus_Gronholm,0004,0003,0.6018201
Marcus_Gronholm,0001,0003,0.6967128
Randall_Tobias,0001,0003,0.66951597
Randall_Tobias,0001,0002,0.7192614
Randall_Tobias,0003,0002,0.6653692
Sid_Caesar,0003,0002,0.7018732
Sid_Caesar,0003,0001,0.45840088
Sid_Caesar,0002,0001,0.5044556
Sidney_Kimmel,0002,0001,0.713225
Justine_Pasek,0002,0001,0.5764155
Michael_Patrick_King,0001,0004,0.61412084
Michael_Patrick_King,0001,0002,0.5984123
Michael_Patrick_King,0001,0003,0.5894437
Michael_Patrick_King,0004,0002,0.7457596
Michael_Patrick_King,0004,0003,0.5351497
Michael_Patrick_King,0002,0003,0.5652056
Jewel_Howard-Taylor,0002,0001,0.10999335
Jewel_Howard-Taylor,0002,0003,0.6331693
Jewel_Howard-Taylor,0002,0004,0.68745035
Jewel_Howard-Taylor,0001,0003,0.113439985
Jewel_Howard-Taylor,0001,0004,0.08559526
Jewel_Howard-Taylor,0003,0004,0.7196534
Tsutomu_Takebe,0001,0002,0.6809777
Jiri_Novak,0002,0003,0.03514859
Jiri_Novak,0002,0001,0.67875123
Jiri_Novak,0003,0001,-0.03563316
Pierce_Brosnan,0003,0002,0.661649
Pierce_Brosnan,0003,0001,0.5359833
Pierce_Brosnan,0003,0004,0.65525436
Pierce_Brosnan,0002,0001,0.6826957
Pierce_Brosnan,0002,0004,0.6174754
Pierce_Brosnan,0001,0004,0.52118933
Lela_Rochon,0003,0001,0.63326764
Lela_Rochon,0003,0002,0.7931872
Lela_Rochon,0001,0002,0.7053156
Nizar_Trabelsi,0002,0004,0.35270458
Nizar_Trabelsi,0002,0003,0.3561056
Nizar_Trabelsi,0002,0001,0.57525563
Nizar_Trabelsi,0004,0003,0.7452835
Nizar_Trabelsi,0004,0001,0.45190722
Nizar_Trabelsi,0003,0001,0.47778898
Vicente_Fox,0004,0001,0.7355088
Vicente_Fox,0004,0002,0.6312179
Vicente_Fox,0004,0003,0.59491515
Vicente_Fox,0001,0002,0.61932296
Vicente_Fox,0001,0003,0.54797727
Vicente_Fox,0002,0003,0.6142291
Brett_Hawke,0003,0004,0.58768314
Brett_Hawke,0003,0001,0.41925448
Brett_Hawke,0003,0002,0.6872983
Brett_Hawke,0004,0001,0.38791227
Brett_Hawke,0004,0002,0.58903337
Brett_Hawke,0001,0002,0.4545366
Elinor_Caplan,0001,0003,0.5169889
Elinor_Caplan,0001,0002,0.6015105
Elinor_Caplan,0001,0004,0.47357905
Elinor_Caplan,0003,0002,0.6786251
Elinor_Caplan,0003,0004,0.5045136
Elinor_Caplan,0002,0004,0.6234088
Ari_Fleischer,0002,0001,0.66893697
Jennette_Bradley,0002,0001,0.69660664
Iveta_Benesova,0001,0004,0.5509795
Iveta_Benesova,0001,0002,0.561746
Iveta_Benesova,0001,0003,0.47217977
Iveta_Benesova,0004,0002,0.6532545
Iveta_Benesova,0004,0003,0.4832027
Iveta_Benesova,0002,0003,0.4977425
Billy_Crystal,0001,0002,0.60121155
Billy_Crystal,0001,0004,0.5690465
Billy_Crystal,0001,0003,0.6068931
Billy_Crystal,0002,0004,0.58147514
Billy_Crystal,0002,0003,0.6421717
Billy_Crystal,0004,0003,0.6758052
Ed_Smart,0003,0001,0.6300381
Ed_Smart,0003,0004,0.7180554
Ed_Smart,0003,0002,0.5937958
Ed_Smart,0001,0004,0.7400383
Ed_Smart,0001,0002,0.7021081
Ed_Smart,0004,0002,0.59897053
Edwin_Edwards,0003,0001,0.40737715
Edwin_Edwards,0003,0002,0.46692705
Edwin_Edwards,0003,0004,0.67963743
Edwin_Edwards,0001,0002,0.68376577
Edwin_Edwards,0001,0004,0.5172519
Edwin_Edwards,0002,0004,0.5271286
Thor_Pedersen,0001,0002,0.7068262
Jennifer_Pena,0004,0002,0.73238504
Jennifer_Pena,0004,0001,0.56024504
Jennifer_Pena,0004,0003,0.52748823
Jennifer_Pena,0002,0001,0.48344222
Jennifer_Pena,0002,0003,0.48363674
Jennifer_Pena,0001,0003,0.38867307
Robert_Lee_Yates_Jr,0002,0001,0.60027313
Bob_Crippen,0002,0001,0.5559769
James_Ivory,0003,0001,0.61790454
James_Ivory,0003,0002,0.8770187
James_Ivory,0001,0002,0.63230145
Severino_Antinori,0002,0001,0.6290879
Severino_Antinori,0002,0003,0.7102897
Severino_Antinori,0001,0003,0.6997466
Queen_Noor,0001,0002,0.59625226
Queen_Noor,0001,0004,0.49930978
Queen_Noor,0001,0003,0.47112995
Queen_Noor,0002,0004,0.61118925
Queen_Noor,0002,0003,0.5877594
Queen_Noor,0004,0003,0.71673286
Vaclav_Havel,0003,0002,0.6483265
Vaclav_Havel,0003,0001,0.62624186
Vaclav_Havel,0003,0004,0.8056494
Vaclav_Havel,0002,0001,0.6144955
Vaclav_Havel,0002,0004,0.637197
Vaclav_Havel,0001,0004,0.57435274
Michael_Diekmann,0001,0002,0.69559425
Michael_Diekmann,0001,0003,0.73911166
Michael_Diekmann,0002,0003,0.6896432
Michael_Boyce,0003,0002,0.53058827
Michael_Boyce,0003,0001,0.700734
Michael_Boyce,0002,0001,0.59808224
Daniel_Kurtzer,0003,0002,0.57679003
Daniel_Kurtzer,0003,0001,0.5085673
Daniel_Kurtzer,0003,0004,0.72050583
Daniel_Kurtzer,0002,0001,0.6547532
Daniel_Kurtzer,0002,0004,0.47959366
Daniel_Kurtzer,0001,0004,0.4168903
Heath_Ledger,0003,0004,0.5869614
Heath_Ledger,0003,0001,0.70956343
Heath_Ledger,0003,0002,0.66087353
Heath_Ledger,0004,0001,0.4901911
Heath_Ledger,0004,0002,0.52485275
Heath_Ledger,0001,0002,0.78248966
Hugh_Carey,0003,0001,0.5701512
Hugh_Carey,0003,0002,0.6393948
Hugh_Carey,0001,0002,0.64800406
Max_Biaggi,0003,0001,0.59909546
Max_Biaggi,0003,0002,0.55593526
Max_Biaggi,0001,0002,0.6901475
Lyle_Lovett,0001,0002,0.71011996
Lyle_Lovett,0001,0004,0.5652378
Lyle_Lovett,0001,0003,0.64325666
Lyle_Lovett,0002,0004,0.5536909
Lyle_Lovett,0002,0003,0.55967724
Lyle_Lovett,0004,0003,0.71764946
Martin_Landau,0001,0003,0.51238215
Martin_Landau,0001,0002,0.71042657
Martin_Landau,0001,0004,0.34497505
Martin_Landau,0003,0002,0.5108237
Martin_Landau,0003,0004,0.57249296
Martin_Landau,0002,0004,0.38375545
Ryan_Leaf,0001,0003,0.52773136
Ryan_Leaf,0001,0002,0.56161904
Ryan_Leaf,0001,0004,0.44393262
Ryan_Leaf,0003,0002,0.41108334
Ryan_Leaf,0003,0004,0.57472146
Ryan_Leaf,0002,0004,0.3555255
Paul_Reiser,0004,0003,0.75422823
Paul_Reiser,0004,0001,0.5153283
Paul_Reiser,0004,0002,0.49878606
Paul_Reiser,0003,0001,0.53916967
Paul_Reiser,0003,0002,0.5225727
Paul_Reiser,0001,0002,0.698562
Leonid_Kuchma,0001,0002,0.5220532
Conan_OBrien,0003,0002,0.63397706
Conan_OBrien,0003,0001,0.5081866
Conan_OBrien,0003,0004,0.5616716
Conan_OBrien,0002,0001,0.5464206
Conan_OBrien,0002,0004,0.72665906
Conan_OBrien,0001,0004,0.57340693
Angela_Merkel,0001,0003,0.48318687
Angela_Merkel,0001,0002,0.5272969
Angela_Merkel,0001,0004,0.4427464
Angela_Merkel,0003,0002,0.6185978
Angela_Merkel,0003,0004,0.72237
Angela_Merkel,0002,0004,0.5197722
George_P_Bush,0003,0002,0.61749965
George_P_Bush,0003,0001,0.5866729
George_P_Bush,0002,0001,0.7784846
Zakia_Hakki,0001,0002,0.074407764
Marwan_Muasher,0001,0002,0.7253361
Marwan_Muasher,0001,0003,0.44447565
Marwan_Muasher,0002,0003,0.43021592
Steve_Wariner,0002,0004,0.7213396
Steve_Wariner,0002,0003,0.6046705
Steve_Wariner,0002,0001,0.5422286
Steve_Wariner,0004,0003,0.601048
Steve_Wariner,0004,0001,0.57882726
Steve_Wariner,0003,0001,0.46576688
Bryce_Carmine,0002,0001,0.43687752
Bryce_Carmine,0002,0003,0.61274827
Bryce_Carmine,0001,0003,0.6469183
Marc_Shaiman,0003,0004,0.74997973
Marc_Shaiman,0003,0001,0.51259154
Marc_Shaiman,0003,0002,0.56390375
Marc_Shaiman,0004,0001,0.556105
Marc_Shaiman,0004,0002,0.5441395
Marc_Shaiman,0001,0002,0.50478804
Patti_Smith,0003,0001,0.59139496
Patti_Smith,0003,0002,0.57521427
Patti_Smith,0001,0002,0.49512592
Leticia_Van_de_Putte,0002,0004,0.6237703
Leticia_Van_de_Putte,0002,0001,0.6959676
Leticia_Van_de_Putte,0002,0003,0.6241976
Leticia_Van_de_Putte,0004,0001,0.663276
Leticia_Van_de_Putte,0004,0003,0.59337175
Leticia_Van_de_Putte,0001,0003,0.5780873
Charles_Tannok,0002,0001,0.78686297
Frank_Pallone,0001,0002,0.70459545
Peter_Ueberroth,0004,0001,0.4771968
Peter_Ueberroth,0004,0002,0.5441885
Peter_Ueberroth,0004,0003,0.68367726
Peter_Ueberroth,0001,0002,0.5537554
Peter_Ueberroth,0001,0003,0.51352644
Peter_Ueberroth,0002,0003,0.55070394
Adolfo_Aguilar_Zinser,0001,0004,0.5427313
Adolfo_Aguilar_Zinser,0001,0002,0.6320553
Adolfo_Aguilar_Zinser,0001,0003,0.5887654
Adolfo_Aguilar_Zinser,0004,0002,0.6983714
Adolfo_Aguilar_Zinser,0004,0003,0.57015383
Adolfo_Aguilar_Zinser,0002,0003,0.6918731
Jason_Biggs,0002,0004,0.35695994
Jason_Biggs,0002,0001,0.5369116
Jason_Biggs,0002,0003,0.38400027
Jason_Biggs,0004,0001,0.49402982
Jason_Biggs,0004,0003,0.7277235
Jason_Biggs,0001,0003,0.49481714
Chadha_Gurinder,0003,0002,0.8526372
Chadha_Gurinder,0003,0001,0.6289347
Chadha_Gurinder,0002,0001,0.6706682
Drew_Barrymore,0002,0004,0.3299463
Drew_Barrymore,0002,0003,0.39414507
Drew_Barrymore,0002,0001,0.4218969
Drew_Barrymore,0004,0003,0.62760925
Drew_Barrymore,0004,0001,0.5686962
Drew_Barrymore,0003,0001,0.5288925
Teresa_Heinz_Kerry,0004,0001,0.5166433
Teresa_Heinz_Kerry,0004,0003,0.4260537
Teresa_Heinz_Kerry,0004,0002,0.48840308
Teresa_Heinz_Kerry,0001,0003,0.57499516
Teresa_Heinz_Kerry,0001,0002,0.49416465
Teresa_Heinz_Kerry,0003,0002,0.62844473
Harald_Ringstorff,0002,0001,0.70764315
Babe_Ruth,0002,0001,0.65749884
Babe_Ruth,0002,0003,0.7189634
Babe_Ruth,0002,0004,0.68268096
Babe_Ruth,0001,0003,0.54238814
Babe_Ruth,0001,0004,0.72408044
Babe_Ruth,0003,0004,0.58322203
Ellen_MacArthur,0004,0001,0.51192534
Ellen_MacArthur,0004,0002,0.65169036
Ellen_MacArthur,0004,0003,0.7295389
Ellen_MacArthur,0001,0002,0.5505588
Ellen_MacArthur,0001,0003,0.46136776
Ellen_MacArthur,0002,0003,0.60425377
Corey_Maggette,0002,0001,0.70883393
Mark_Shapiro,0002,0001,0.7798567
Jean-Marc_de_La_Sabliere,0004,0002,0.61748564
Jean-Marc_de_La_Sabliere,0004,0001,0.63045096
Jean-Marc_de_La_Sabliere,0004,0003,0.7374267
Jean-Marc_de_La_Sabliere,0002,0001,0.61558664
Jean-Marc_de_La_Sabliere,0002,0003,0.60535586
Jean-Marc_de_La_Sabliere,0001,0003,0.6348982
Alexander_Payne,0004,0002,0.801955
Alexander_Payne,0004,0001,0.6745226
Alexander_Payne,0004,0003,0.6578578
Alexander_Payne,0002,0001,0.6576998
Alexander_Payne,0002,0003,0.5877874
Alexander_Payne,0001,0003,0.6925578
Tiger_Woods,0001,0002,0.7420924
Tiger_Woods,0001,0003,0.6456677
Tiger_Woods,0002,0003,0.69500816
Thomas_Van_Essen,0001,0002,0.63114756
Nancy_Reagan,0001,0002,0.4022866
Nancy_Reagan,0001,0004,0.35972726
Nancy_Reagan,0001,0003,0.28703275
Nancy_Reagan,0002,0004,0.5563754
Nancy_Reagan,0002,0003,0.49198365
Nancy_Reagan,0004,0003,0.664152
Nabil_Shaath,0001,0002,0.5616869
Jose_Maria_Aznar,0001,0004,0.6513095
Jose_Maria_Aznar,0001,0003,0.6587852
Jose_Maria_Aznar,0001,0002,0.6595534
Jose_Maria_Aznar,0004,0003,0.79196715
Jose_Maria_Aznar,0004,0002,0.74891806
Jose_Maria_Aznar,0003,0002,0.71431184
Hosni_Mubarak,0004,0001,0.38960317
Hosni_Mubarak,0004,0003,0.824106
Hosni_Mubarak,0004,0002,0.64097047
Hosni_Mubarak,0001,0003,0.3114407
Hosni_Mubarak,0001,0002,0.40766424
Hosni_Mubarak,0003,0002,0.65084106
Marcus_Allen,0001,0003,0.71802723
Marcus_Allen,0001,0002,0.6356623
Marcus_Allen,0001,0004,0.63993573
Marcus_Allen,0003,0002,0.6353597
Marcus_Allen,0003,0004,0.72878265
Marcus_Allen,0002,0004,0.54129994
Saman_Shali,0003,0001,0.7436619
Saman_Shali,0003,0002,0.6031557
Saman_Shali,0001,0002,0.67912245
James_Hallock,0002,0001,-0.022706216
Stan_Kroenke,0001,0004,0.46981868
Stan_Kroenke,0001,0002,0.48073173
Stan_Kroenke,0001,0003,0.57189876
Stan_Kroenke,0004,0002,0.6795609
Stan_Kroenke,0004,0003,0.59760845
Stan_Kroenke,0002,0003,0.5423327
Hisashi_Owada,0002,0001,0.7605021
Hisashi_Owada,0002,0003,-0.04333118
Hisashi_Owada,0002,0004,0.56449467
Hisashi_Owada,0001,0003,0.018959181
Hisashi_Owada,0001,0004,0.6400868
Hisashi_Owada,0003,0004,-0.03751556
Gong_Ruina,0004,0003,0.6254368
Gong_Ruina,0004,0002,0.5096789
Gong_Ruina,0004,0001,0.48692673
Gong_Ruina,0003,0002,0.5491005
Gong_Ruina,0003,0001,0.5346308
Gong_Ruina,0002,0001,0.7421274
Hassanal_Bolkiah,0003,0001,0.45135736
Hassanal_Bolkiah,0003,0002,0.7447891
Hassanal_Bolkiah,0001,0002,0.45806912
Gustavo_Noboa,0001,0002,0.7317232
Keanu_Reeves,0002,0001,0.62076133
Keanu_Reeves,0002,0003,0.7199687
Keanu_Reeves,0001,0003,0.5908862
Ross_Verba,0001,0003,0.61259234
Ross_Verba,0001,0002,0.58116317
Ross_Verba,0003,0002,0.7530483
Mike_Stefanik,0001,0002,0.51986825
Mike_Stefanik,0001,0003,0.4711781
Mike_Stefanik,0002,0003,0.525513
Robin_Cook,0001,0003,0.6350631
Robin_Cook,0001,0002,0.513296
Robin_Cook,0003,0002,0.71328014
Joaquin_Sanchez,0003,0001,0.6173998
Joaquin_Sanchez,0003,0004,0.7912823
Joaquin_Sanchez,0003,0002,0.7467374
Joaquin_Sanchez,0001,0004,0.6202537
Joaquin_Sanchez,0001,0002,0.6698661
Joaquin_Sanchez,0004,0002,0.6960798
Narendra_Modi,0001,0002,0.5413245
Narendra_Modi,0001,0003,0.45545232
Narendra_Modi,0001,0004,0.4636597
Narendra_Modi,0002,0003,0.60710615
Narendra_Modi,0002,0004,0.58478826
Narendra_Modi,0003,0004,0.673442
Bono,0003,0002,0.593816
Bono,0003,0001,0.4355422
Bono,0002,0001,0.4565463
Dyab_Abou_Jahjah,0002,0001,0.662666
Dyab_Abou_Jahjah,0002,0004,0.5942462
Dyab_Abou_Jahjah,0002,0003,0.5713729
Dyab_Abou_Jahjah,0001,0004,0.52082735
Dyab_Abou_Jahjah,0001,0003,0.4824701
Dyab_Abou_Jahjah,0004,0003,0.77934206
Dan_Quayle,0001,0003,0.53006005
Dan_Quayle,0001,0002,0.47305602
Dan_Quayle,0003,0002,0.58582926
Carol_Moseley_Braun,0001,0004,0.65516466
Carol_Moseley_Braun,0001,0003,0.668764
Carol_Moseley_Braun,0001,0002,0.7183751
Carol_Moseley_Braun,0004,0003,0.7206955
Carol_Moseley_Braun,0004,0002,0.6521416
Carol_Moseley_Braun,0003,0002,0.67150295
Hartmut_Mehdorn,0003,0002,0.5178301
Hartmut_Mehdorn,0003,0001,0.5454349
Hartmut_Mehdorn,0003,0004,0.67057514
Hartmut_Mehdorn,0002,0001,0.44004226
Hartmut_Mehdorn,0002,0004,0.4679647
Hartmut_Mehdorn,0001,0004,0.4872349
Michael_Kirby,0004,0002,0.710509
Michael_Kirby,0004,0001,0.44485188
Michael_Kirby,0004,0003,0.68587935
Michael_Kirby,0002,0001,0.41435298
Michael_Kirby,0002,0003,0.59433913
Michael_Kirby,0001,0003,0.51647556
Phil_Vassar,0001,0002,0.59797305
Nick_Cassavetes,0002,0003,0.4851584
Nick_Cassavetes,0002,0001,0.6885042
Nick_Cassavetes,0003,0001,0.5780138
Miguel_Angel_Rodriguez,0001,0002,0.013381738
Ajit_Agarkar,0002,0001,0.5865127
Ajit_Agarkar,0002,0003,0.71549976
Ajit_Agarkar,0001,0003,0.5910844
Marieta_Chrousala,0003,0002,0.64083844
Marieta_Chrousala,0003,0001,0.7451415
Marieta_Chrousala,0003,0004,0.6551782
Marieta_Chrousala,0002,0001,0.68468827
Marieta_Chrousala,0002,0004,0.63976127
Marieta_Chrousala,0001,0004,0.6333353
Budd_Schulberg,0001,0002,0.45369345
Budd_Schulberg,0001,0003,0.47269624
Budd_Schulberg,0002,0003,0.7572121
Ratna_Sari_Dewi_Sukarno,0002,0004,0.22601575
Ratna_Sari_Dewi_Sukarno,0002,0001,0.48830226
Ratna_Sari_Dewi_Sukarno,0002,0003,0.2743285
Ratna_Sari_Dewi_Sukarno,0004,0001,0.38994783
Ratna_Sari_Dewi_Sukarno,0004,0003,0.65907633
Ratna_Sari_Dewi_Sukarno,0001,0003,0.3182671
Janine_Pietsch,0001,0002,0.54621565
Janine_Pietsch,0001,0003,0.43048632
Janine_Pietsch,0001,0004,0.526824
Janine_Pietsch,0002,0003,0.5936117
Janine_Pietsch,0002,0004,0.6403569
Janine_Pietsch,0003,0004,0.5022441
Jane_Kaczmarek,0002,0001,0.5205561
Jane_Kaczmarek,0002,0004,0.6582793
Jane_Kaczmarek,0002,0003,0.7154447
Jane_Kaczmarek,0001,0004,0.5144683
Jane_Kaczmarek,0001,0003,0.5398704
Jane_Kaczmarek,0004,0003,0.6521191
Francisco_Santos,0002,0001,0.6614776
John_Malkovich,0003,0001,0.6085743
John_Malkovich,0003,0002,0.5849788
John_Malkovich,0003,0004,0.6666
John_Malkovich,0001,0002,0.6500312
John_Malkovich,0001,0004,0.49919862
John_Malkovich,0002,0004,0.43962476
Darren_Campel,0002,0001,0.6820724
Chris_Matthews,0001,0004,0.5922135
Chris_Matthews,0001,0002,0.6023853
Chris_Matthews,0001,0003,0.5866101
Chris_Matthews,0004,0002,0.65053797
Chris_Matthews,0004,0003,0.6090264
Chris_Matthews,0002,0003,0.546324
John_Travolta,0002,0003,0.5274066
John_Travolta,0002,0001,0.7498752
John_Travolta,0002,0004,0.6149878
John_Travolta,0003,0001,0.4668481
John_Travolta,0003,0004,0.73714274
John_Travolta,0001,0004,0.5190635
Tommy_Haas,0001,0002,0.6545164
Johnny_Benson,0001,0003,0.79101974
Johnny_Benson,0001,0002,0.80079365
Johnny_Benson,0001,0004,0.5042842
Johnny_Benson,0003,0002,0.72440267
Johnny_Benson,0003,0004,0.598381
Johnny_Benson,0002,0004,0.5724673
Buddy_Ryan,0003,0001,0.48603615
Buddy_Ryan,0003,0002,0.5874845
Buddy_Ryan,0003,0004,0.4419486
Buddy_Ryan,0001,0002,0.55242217
Buddy_Ryan,0001,0004,0.43329808
Buddy_Ryan,0002,0004,0.40564543
Alan_Trammell,0004,0002,0.61867404
Alan_Trammell,0004,0003,0.52891374
Alan_Trammell,0004,0001,0.5391997
Alan_Trammell,0002,0003,0.6258422
Alan_Trammell,0002,0001,0.6612003
Alan_Trammell,0003,0001,0.5281639
Pat_Cox,0003,0002,0.61295664
Pat_Cox,0003,0001,0.689046
Pat_Cox,0002,0001,0.6079345
Bart_Freundlich,0003,0004,0.7169082
Bart_Freundlich,0003,0002,0.7340942
Bart_Freundlich,0003,0001,0.75546587
Bart_Freundlich,0004,0002,0.68006986
Bart_Freundlich,0004,0001,0.6559546
Bart_Freundlich,0002,0001,0.79677206
Wu_Peng,0001,0004,0.44011652
Wu_Peng,0001,0003,0.551529
Wu_Peng,0001,0002,0.4719733
Wu_Peng,0004,0003,0.558401
Wu_Peng,0004,0002,0.47223604
Wu_Peng,0003,0002,0.54372025
Dalai_Lama,0003,0002,0.65149224
Dalai_Lama,0003,0001,0.6308242
Dalai_Lama,0003,0004,0.7061752
Dalai_Lama,0002,0001,0.75728416
Dalai_Lama,0002,0004,0.70312697
Dalai_Lama,0001,0004,0.65483236
Jeffrey_Archer,0003,0001,0.21906123
Jeffrey_Archer,0003,0002,0.7174634
Jeffrey_Archer,0001,0002,0.24759585
Jiang_Zemin,0002,0001,0.3501705
Mike_Richter,0002,0003,0.62879115
Mike_Richter,0002,0004,0.7481594
Mike_Richter,0002,0001,0.7455492
Mike_Richter,0003,0004,0.64658654
Mike_Richter,0003,0001,0.5381582
Mike_Richter,0004,0001,0.66308093
Alberto_Gonzales,0001,0003,0.6688893
Alberto_Gonzales,0001,0002,0.7444336
Alberto_Gonzales,0003,0002,0.7547154
